estimator_label,dgp,n,p,pi,tau,replications,resolved_replications,unresolved_replications,convergence_rate,bias,median_bias,mae,rmse,estimate_sd,empirical_coverage,coverage_mcse,coverage_mc95_lower,coverage_mc95_upper,mean_cr_length,median_cr_length,full_grid_rate,empty_region_rate,disconnected_region_rate,unresolved_rate,boundary_estimate_rate,iteration_warning_rate,rank_failure_rate,refinement_limit_rate,numerical_limit_rate,mean_selected_controls,median_selected_controls,min_selected_controls,max_selected_controls,mean_retained_instruments
Post-selection IVQR,dgp1,1000,200,0.1,0.25,500,500,0,1,0.3464897502,0.1744897502,1.047355098,1.268633575,1.221622168,0.964,0.00833114638,0.9476709531,0.9803290469,3.575165531,4,0.538,0,0.24,0,0.138,0.822,0,0,0,15.12,13,4,54,1
Post-selection IVQR,dgp1,1000,200,0.1,0.5,500,500,0,1,-0.0708,0,1.0228,1.191536823,1.190622747,0.944,0.01028241217,0.9238464722,0.9641535278,3.559331039,3.998003049,0.5,0,0.284,0,0.112,0.85,0,0,0,15.252,14,4,63,1
Post-selection IVQR,dgp1,1000,200,0.1,0.75,500,500,0,1,-0.3400897502,-0.0744897502,1.07635918,1.310083081,1.266437669,0.926,0.01170675019,0.9030547696,0.9489452304,3.574782934,4,0.582,0,0.222,0,0.176,0.866,0,0,0,14.296,13,4,52,1
Post-selection IVQR,dgp1,1000,200,0.25,0.25,500,500,0,1,0.0168897502,0.0744897502,0.703277549,0.8391468904,0.8398171382,0.928,0.0115599308,0.9053425356,0.9506574644,2.715911414,2.736280431,0.06,0.002,0.238,0,0.086,0.874,0,0,0,14.74,13,4,38,1
Post-selection IVQR,dgp1,1000,200,0.25,0.5,500,500,0,1,-0.1148,0,0.5636,0.7296574539,0.7212915381,0.946,0.01010781876,0.9261886752,0.9658113248,2.751929263,2.694382857,0.044,0,0.244,0,0.012,0.82,0,0,0,14.794,13,4,49,1
Post-selection IVQR,dgp1,1000,200,0.25,0.75,500,500,0,1,-0.1312897502,-0.0744897502,0.708877549,0.8975136537,0.888748281,0.914,0.01253826144,0.8894250076,0.9385749924,2.850249475,2.85582369,0.098,0,0.258,0,0.04,0.87,0,0,0,14.894,13,4,45,1
Post-selection IVQR,dgp1,1000,200,0.5,0.25,500,500,0,1,-0.009110249804,0.0744897502,0.360257139,0.4411508094,0.4414984505,0.934,0.01110351296,0.9122371146,0.9557628854,1.68349709,1.679348303,0,0,0.084,0,0.002,0.842,0,0,0,14.92,13.5,5,53,1
Post-selection IVQR,dgp1,1000,200,0.5,0.5,500,500,0,1,-0.0552,0,0.2832,0.3668242086,0.3630103484,0.95,0.009746794345,0.9308962831,0.9691037169,1.508529151,1.475728179,0,0,0.046,0,0,0.806,0,0,0,14.38,12,4,56,1
Post-selection IVQR,dgp1,1000,200,0.5,0.75,500,500,0,1,-0.0928897502,-0.0744897502,0.382489786,0.4831251864,0.4745860341,0.898,0.01353484392,0.8714717059,0.9245282941,1.657634962,1.604285072,0,0,0.084,0,0.004,0.894,0,0,0,14.472,13,5,59,1
Post-selection IVQR,dgp1,1000,200,1,0.25,500,500,0,1,-0.003510249804,0.0744897502,0.229730606,0.2807281992,0.2809873802,0.924,0.0118510759,0.9007718912,0.9472281088,0.989619002,0.9857730364,0,0,0.008,0,0,0.826,0,0,0,14.48,13,4,65,1
Post-selection IVQR,dgp1,1000,200,1,0.5,500,500,0,1,-0.02,0,0.1872,0.2472245942,0.2466610698,0.92,0.01213260071,0.8962201026,0.9437798974,0.8946849993,0.8869439193,0,0,0.004,0,0,0.836,0,0,0,14.284,13,4,56,1
Post-selection IVQR,dgp1,1000,200,1,0.75,500,500,0,1,-0.0380897502,-0.0744897502,0.221306114,0.2725543415,0.2701499621,0.9,0.01341640786,0.8737038406,0.9262961594,0.9340745846,0.9184706449,0,0,0.006,0,0,0.874,0,0,0,15.026,13,4,46,1
Post-selection IVQR,dgp1,1000,500,0.1,0.25,500,500,0,1,0.3896897502,0.2744897502,1.067024483,1.283443439,1.224077486,0.938,0.01078480412,0.9168617839,0.9591382161,3.572248084,4,0.528,0.002,0.284,0,0.124,0.866,0,0,0,14.748,13,4,65,1
Post-selection IVQR,dgp1,1000,500,0.1,0.5,500,500,0,1,0.108,0.2,1.0528,1.242191612,1.238727125,0.942,0.01045332483,0.9215114833,0.9624885167,3.605203974,4,0.56,0,0.234,0,0.134,0.846,0,0,0,15.648,14,3,48,1
Post-selection IVQR,dgp1,1000,500,0.1,0.75,500,500,0,1,-0.3876897502,-0.0744897502,1.087567344,1.32651766,1.269870427,0.94,0.01062073444,0.9191833605,0.9608166395,3.62244443,4,0.604,0.004,0.222,0,0.156,0.882,0,0,0,16.104,14,4,64,1
Post-selection IVQR,dgp1,1000,500,0.25,0.25,500,500,0,1,0.0140897502,0.0744897502,0.618767344,0.7688890434,0.7695298515,0.952,0.009559916318,0.933262564,0.970737436,2.652685164,2.575924797,0.044,0,0.29,0,0.066,0.858,0,0,0,15.376,13,4,61,1
Post-selection IVQR,dgp1,1000,500,0.25,0.5,500,500,0,1,-0.0564,0,0.5868,0.7515849919,0.7502164284,0.95,0.009746794345,0.9308962831,0.9691037169,2.746827335,2.685698115,0.052,0,0.252,0,0.008,0.828,0,0,0,15.218,13,4,60,1
Post-selection IVQR,dgp1,1000,500,0.25,0.75,500,500,0,1,-0.1808897502,-0.0744897502,0.672828565,0.8697356735,0.8515687751,0.92,0.01213260071,0.8962201026,0.9437798974,2.857838549,2.896387312,0.102,0,0.292,0,0.04,0.874,0,0,0,15.66,13,3,59,1
Post-selection IVQR,dgp1,1000,500,0.5,0.25,500,500,0,1,0.006889750196,0.0744897502,0.389261221,0.4803724687,0.4808041027,0.926,0.01170675019,0.9030547696,0.9489452304,1.660980288,1.623548323,0,0,0.076,0,0.008,0.89,0,0,0,15.582,13,4,55,1
Post-selection IVQR,dgp1,1000,500,0.5,0.5,500,500,0,1,-0.0668,0,0.3332,0.4273640135,0.4225338207,0.922,0.01199299796,0.898493724,0.945506276,1.528685784,1.49997161,0,0,0.068,0,0,0.834,0,0,0,15.256,13,4,70,1
Post-selection IVQR,dgp1,1000,500,0.5,0.75,500,500,0,1,-0.1140897502,-0.0744897502,0.3693673351,0.4695618288,0.4559469434,0.926,0.01170675019,0.9030547696,0.9489452304,1.68856019,1.639274496,0,0,0.1,0,0,0.876,0,0,0,15.01,13,4,73,1
Post-selection IVQR,dgp1,1000,500,1,0.25,500,500,0,1,-0.009110249804,0.0744897502,0.216053057,0.2778021538,0.2779308027,0.92,0.01213260071,0.8962201026,0.9437798974,0.9910100755,0.9811316711,0,0,0.01,0,0.002,0.858,0,0,0,14.756,14,4,57,1
Post-selection IVQR,dgp1,1000,500,1,0.5,500,500,0,1,-0.042,0,0.19,0.25123694,0.2479495068,0.934,0.01110351296,0.9122371146,0.9557628854,0.8906262359,0.8827728562,0,0,0.006,0,0,0.832,0,0,0,14.854,13,4,55,1
Post-selection IVQR,dgp1,1000,500,1,0.75,500,500,0,1,-0.0860897502,-0.0744897502,0.2331305971,0.290373699,0.2775960358,0.882,0.01442747379,0.8537221514,0.9102778486,0.9398587955,0.9214243241,0,0,0.002,0,0,0.826,0,0,0,14.942,13,4,58,1
Post-selection IVQR,dgp2,500,200,0.1,0.25,500,500,0,1,0.4816897502,0.2744897502,1.196624483,1.422889024,1.340216595,0.894,0.01376691687,0.8670168429,0.9209831571,3.524630365,4,0.594,0.006,0.246,0,0.174,0.98,0,0,0,25.746,24,11,65,1
Post-selection IVQR,dgp2,500,200,0.1,0.5,500,500,0,1,0.0512,0,1.1008,1.277748019,1.278000442,0.928,0.0115599308,0.9053425356,0.9506574644,3.695249307,4,0.692,0.002,0.188,0,0.152,0.986,0,0,0,25.762,24,10,60,1
Post-selection IVQR,dgp2,500,200,0.1,0.75,500,500,0,1,-0.3568897502,-0.2744897502,1.118257139,1.333664326,1.286312341,0.928,0.0115599308,0.9053425356,0.9506574644,3.574744454,4,0.634,0.008,0.208,0,0.176,0.982,0,0,0,25.68,24,9,64,1
Post-selection IVQR,dgp2,500,200,0.25,0.25,500,500,0,1,0.2044897502,0.0744897502,0.897151016,1.087545888,1.069217683,0.936,0.01094568408,0.9145464592,0.9574535408,3.166748912,3.358412762,0.264,0.002,0.276,0,0.102,0.984,0,0,0,25.248,24,11,54,1
Post-selection IVQR,dgp2,500,200,0.25,0.5,500,500,0,1,-0.1048,-0.2,0.9136,1.1014899,1.097591168,0.928,0.0115599308,0.9053425356,0.9506574644,3.264141917,3.410486681,0.26,0,0.262,0,0.084,0.982,0,0,0,26.238,25,9,71,1
Post-selection IVQR,dgp2,500,200,0.25,0.75,500,500,0,1,-0.3196897502,-0.2744897502,0.984726524,1.205088584,1.163074565,0.902,0.01329631528,0.8759392221,0.9280607779,3.264727534,3.578798937,0.342,0,0.242,0,0.124,0.98,0,0,0,25.582,24,10,67,1
Post-selection IVQR,dgp2,500,200,0.5,0.25,500,500,0,1,0.0380897502,0.0744897502,0.562044893,0.6974567148,0.697113315,0.922,0.01199299796,0.898493724,0.945506276,2.313822162,2.261859305,0.012,0,0.204,0,0.038,0.978,0,0,0,25.788,24,10,67,1
Post-selection IVQR,dgp2,500,200,0.5,0.5,500,500,0,1,-0.0884,0,0.5196,0.6642288762,0.6589794746,0.944,0.01028241217,0.9238464722,0.9641535278,2.347807252,2.309420096,0.008,0,0.148,0,0.008,0.984,0,0,0,26.21,24,10,60,1
Post-selection IVQR,dgp2,500,200,0.5,0.75,500,500,0,1,-0.2704897502,-0.2744897502,0.633093868,0.8246385299,0.7797949476,0.88,0.0145327217,0.8515158655,0.9084841345,2.513477694,2.454218198,0.036,0,0.216,0,0.032,0.982,0,0,0,25.562,24,10,59,1
Post-selection IVQR,dgp2,500,200,1,0.25,500,500,0,1,0.007289750196,0.0744897502,0.342367344,0.4287858445,0.4291532419,0.894,0.01376691687,0.8670168429,0.9209831571,1.444592714,1.412295734,0,0,0.026,0,0,0.986,0,0,0,25.058,23,9,57,1
Post-selection IVQR,dgp2,500,200,1,0.5,500,500,0,1,-0.0248,0,0.2928,0.3834579508,0.3830383751,0.9,0.01341640786,0.8737038406,0.9262961594,1.343214131,1.31718019,0,0,0.034,0,0,0.968,0,0,0,25.376,24,10,64,1
Post-selection IVQR,dgp2,500,200,1,0.75,500,500,0,1,-0.1456897502,-0.0744897502,0.3569346791,0.4518363236,0.4281321692,0.858,0.0156099968,0.8274044063,0.8885955937,1.452079181,1.407224463,0,0,0.04,0,0,0.988,0,0,0,25.332,24,9,64,1
Post-selection IVQR,dgp2,500,500,0.1,0.25,500,500,0,1,0.4248897502,0.2744897502,1.116420401,1.328032808,1.25948897,0.932,0.01125841907,0.9099334986,0.9540665014,3.545305291,4,0.576,0.006,0.244,0,0.14,0.988,0,0,0,28.992,26.5,11,78,1
Post-selection IVQR,dgp2,500,500,0.1,0.5,500,500,0,1,0.092,0.2,1.1568,1.315629127,1.313722853,0.926,0.01170675019,0.9030547696,0.9489452304,3.626776377,4,0.634,0.002,0.218,0,0.168,0.97,0,0,0,28.976,27,10,87,1
Post-selection IVQR,dgp2,500,500,0.1,0.75,500,500,0,1,-0.5216897502,-0.4744897502,1.206208155,1.428794021,1.331479566,0.896,0.01365166656,0.8692427335,0.9227572665,3.500312235,4,0.59,0.01,0.26,0,0.18,0.994,0,0,0,29.294,27,10,77,1
Post-selection IVQR,dgp2,500,500,0.25,0.25,500,500,0,1,0.0708897502,-0.1255102498,0.915318369,1.114617601,1.113475053,0.922,0.01199299796,0.898493724,0.945506276,3.130432427,3.320098232,0.282,0.002,0.314,0,0.174,0.972,0,0,0,27.296,25,9,89,1
Post-selection IVQR,dgp2,500,500,0.25,0.5,500,500,0,1,-0.0904,0,0.8536,1.065833008,1.06305598,0.936,0.01094568408,0.9145464592,0.9574535408,3.315021265,3.49294115,0.326,0,0.244,0,0.102,0.98,0,0,0,28.002,25,8,92,1
Post-selection IVQR,dgp2,500,500,0.25,0.75,500,500,0,1,-0.4716897502,-0.4744897502,1.054889786,1.279251101,1.190304924,0.868,0.01513776734,0.838329976,0.897670024,3.243698461,3.616010715,0.35,0,0.234,0,0.12,0.976,0,0,0,27.964,26,10,73,1
Post-selection IVQR,dgp2,500,500,0.5,0.25,500,500,0,1,-0.0387102498,-0.1255102498,0.571208164,0.7023134937,0.7019481622,0.908,0.01292563345,0.8826657584,0.9333342416,2.285586087,2.193870793,0.016,0,0.19,0,0.06,0.986,0,0,0,27.696,26,9,88,1
Post-selection IVQR,dgp2,500,500,0.5,0.5,500,500,0,1,-0.1768,-0.2,0.548,0.697423831,0.6753176051,0.924,0.0118510759,0.9007718912,0.9472281088,2.344301354,2.319593729,0.01,0,0.16,0,0.012,0.984,0,0,0,28.68,26.5,12,100,1
Post-selection IVQR,dgp2,500,500,0.5,0.75,500,500,0,1,-0.3524897502,-0.2744897502,0.6381020231,0.8402886552,0.7635456791,0.87,0.01503994681,0.8405217043,0.8994782957,2.50215833,2.457176249,0.02,0,0.212,0,0.03,0.984,0,0,0,28.258,26,9,101,1
Post-selection IVQR,dgp2,500,500,1,0.25,500,500,0,1,-0.001510249804,0.0744897502,0.342367344,0.4343112718,0.4347436072,0.906,0.01305097697,0.8804200851,0.9315799149,1.462953111,1.432081419,0,0,0.052,0,0.004,0.984,0,0,0,27.172,25,8,83,1
Post-selection IVQR,dgp2,500,500,1,0.5,500,500,0,1,-0.104,0,0.3104,0.4137632173,0.4008807938,0.902,0.01329631528,0.8759392221,0.9280607779,1.404001203,1.367291718,0,0,0.018,0,0,0.974,0,0,0,27.082,25,9,66,1
Post-selection IVQR,dgp2,500,500,1,0.75,500,500,0,1,-0.2556897502,-0.2744897502,0.4137714081,0.5162788087,0.4489651427,0.838,0.01647762119,0.8057038625,0.8702961375,1.478002684,1.435212204,0,0,0.06,0,0,0.968,0,0,0,26.592,24,9,71,1
Post-selection IVQR,dgp2,1000,200,0.1,0.25,500,500,0,1,0.4712897502,0.4744897502,1.116404073,1.335014528,1.250310486,0.934,0.01110351296,0.9122371146,0.9557628854,3.555895567,4,0.53,0,0.274,0,0.142,0.968,0,0,0,26.258,25,11,65,1
Post-selection IVQR,dgp2,1000,200,0.1,0.5,500,499,1,1,-0.0064,0,1.0952,1.274864699,1.276125398,0.9318637275,0.01128015628,0.9097546211,0.9539728338,3.593444437,4,0.554,0,0.262,0.002,0.168,0.978,0,0,0,25.874,24,11,62,1
Post-selection IVQR,dgp2,1000,200,0.1,0.75,500,500,0,1,-0.4024897502,-0.2744897502,1.091526524,1.327016955,1.265772634,0.884,0.01432089383,0.8559310481,0.9120689519,3.560094838,4,0.59,0.002,0.244,0,0.17,0.988,0,0,0,26.306,25,13,64,1
Post-selection IVQR,dgp2,1000,200,0.25,0.25,500,500,0,1,0.0928897502,0.0744897502,0.715542852,0.8640196443,0.8598722,0.938,0.01078480412,0.9168617839,0.9591382161,2.836202179,2.812079706,0.096,0,0.242,0,0.082,0.97,0,0,0,26.282,25,10,72,1
Post-selection IVQR,dgp2,1000,200,0.25,0.5,500,500,0,1,-0.048,0,0.6728,0.8410469666,0.8405170658,0.936,0.01094568408,0.9145464592,0.9574535408,2.879901379,2.895694563,0.074,0,0.242,0,0.028,0.974,0,0,0,26.032,25,11,83,1
Post-selection IVQR,dgp2,1000,200,0.25,0.75,500,500,0,1,-0.2540897502,-0.2744897502,0.732506114,0.952420832,0.9188211494,0.918,0.01226996333,0.8939508719,0.9420491281,3.010490466,3.121346181,0.172,0,0.25,0,0.066,0.982,0,0,0,25.072,24,10,63,1
Post-selection IVQR,dgp2,1000,200,0.5,0.25,500,500,0,1,-0.0007102498039,0.0744897502,0.402069385,0.492285958,0.4927784708,0.932,0.01125841907,0.9099334986,0.9540665014,1.762214126,1.730764827,0,0,0.104,0,0.004,0.968,0,0,0,26.28,25,10,66,1
Post-selection IVQR,dgp2,1000,200,0.5,0.5,500,500,0,1,-0.0392,0,0.3416,0.4383605822,0.4370416121,0.942,0.01045332483,0.9215114833,0.9624885167,1.678345149,1.663832078,0,0,0.064,0,0,0.972,0,0,0,26.37,25,11,52,1
Post-selection IVQR,dgp2,1000,200,0.5,0.75,500,500,0,1,-0.1016897502,-0.0744897502,0.412514278,0.5289999672,0.5196539622,0.894,0.01376691687,0.8670168429,0.9209831571,1.77875226,1.719517038,0,0,0.116,0,0.002,0.98,0,0,0,25.73,24,10,57,1
Post-selection IVQR,dgp2,1000,200,1,0.25,500,500,0,1,0.003689750196,0.0744897502,0.236632647,0.2988661477,0.2991426627,0.906,0.01305097697,0.8804200851,0.9315799149,1.03981149,1.031034925,0,0,0.014,0,0,0.964,0,0,0,24.88,23,11,72,1
Post-selection IVQR,dgp2,1000,200,1,0.5,500,500,0,1,-0.0356,0,0.2004,0.2606146581,0.2584302854,0.936,0.01094568408,0.9145464592,0.9574535408,0.9465664627,0.9338796747,0,0,0.006,0,0,0.968,0,0,0,25.516,24,10,55,1
Post-selection IVQR,dgp2,1000,200,1,0.75,500,500,0,1,-0.0784897502,-0.0744897502,0.2355387611,0.2951349537,0.2847915245,0.902,0.01329631528,0.8759392221,0.9280607779,0.9951841566,0.9713913473,0,0,0.002,0,0,0.982,0,0,0,25.452,24,11,56,1
Post-selection IVQR,dgp2,1000,500,0.1,0.25,500,500,0,1,0.3396897502,0.2744897502,1.027440811,1.24432234,1.198257318,0.936,0.01094568408,0.9145464592,0.9574535408,3.544917966,4,0.536,0,0.27,0,0.126,0.972,0,0,0,28.09,26,11,77,1
Post-selection IVQR,dgp2,1000,500,0.1,0.5,500,500,0,1,0.0156,0,1.078,1.253953747,1.255112447,0.924,0.0118510759,0.9007718912,0.9472281088,3.58041577,4,0.552,0,0.272,0,0.144,0.96,0,0,0,27.662,25.5,10,72,1
Post-selection IVQR,dgp2,1000,500,0.1,0.75,500,499,1,1,-0.4732897502,-0.4744897502,1.162608155,1.387228081,1.305299265,0.9338677355,0.01112497669,0.9120627812,0.9556726898,3.591238448,4,0.59,0,0.246,0.002,0.18,0.972,0,0,0,27.914,26,12,69,1
Post-selection IVQR,dgp2,1000,500,0.25,0.25,500,500,0,1,0.0432897502,0.0744897502,0.705881631,0.8619632025,0.8617376303,0.938,0.01078480412,0.9168617839,0.9591382161,2.826426703,2.833541746,0.084,0,0.25,0,0.078,0.962,0,0,0,27.94,26,10,101,1
Post-selection IVQR,dgp2,1000,500,0.25,0.5,500,500,0,1,-0.0944,0,0.6424,0.8131912444,0.8085023141,0.932,0.01125841907,0.9099334986,0.9540665014,2.891036721,2.845695292,0.078,0,0.232,0,0.022,0.964,0,0,0,26.818,25,10,63,1
Post-selection IVQR,dgp2,1000,500,0.25,0.75,500,500,0,1,-0.2960897502,-0.0744897502,0.807416319,1.041845756,0.9998864865,0.904,0.01317452086,0.8781779391,0.9298220609,2.991544102,3.107555239,0.146,0,0.258,0,0.07,0.986,0,0,0,28.004,26,10,70,1
Post-selection IVQR,dgp2,1000,500,0.5,0.25,500,500,0,1,-0.008310249804,0.0744897502,0.399395918,0.4931665239,0.4935903391,0.938,0.01078480412,0.9168617839,0.9591382161,1.805066088,1.754208828,0,0,0.112,0,0.01,0.968,0,0,0,26.712,26,9,74,1
Post-selection IVQR,dgp2,1000,500,0.5,0.5,500,500,0,1,-0.0416,0,0.3544,0.4586937976,0.4572609925,0.926,0.01170675019,0.9030547696,0.9489452304,1.698068823,1.647264987,0,0,0.106,0,0,0.976,0,0,0,27.712,26,10,64,1
Post-selection IVQR,dgp2,1000,500,0.5,0.75,500,500,0,1,-0.1544897502,-0.0744897502,0.4407632531,0.5695147785,0.5487095446,0.88,0.0145327217,0.8515158655,0.9084841345,1.835657183,1.786596044,0,0,0.12,0,0.006,0.984,0,0,0,27.602,26,11,79,1
Post-selection IVQR,dgp2,1000,500,1,0.25,500,500,0,1,-0.0111102498,0.0744897502,0.235073467,0.2911976608,0.2912770582,0.922,0.01199299796,0.898493724,0.945506276,1.025734441,1.011007646,0,0,0.004,0,0,0.964,0,0,0,27.386,25,11,78,1
Post-selection IVQR,dgp2,1000,500,1,0.5,500,500,0,1,-0.0512,0,0.1912,0.2570603042,0.2521621135,0.924,0.0118510759,0.9007718912,0.9472281088,0.9513547601,0.933682613,0,0,0.006,0,0,0.96,0,0,0,27.468,26,11,71,1
Post-selection IVQR,dgp2,1000,500,1,0.75,500,500,0,1,-0.1068897502,-0.0744897502,0.2735550891,0.3385493446,0.321554092,0.88,0.0145327217,0.8515158655,0.9084841345,1.008421501,0.98291405,0,0,0.008,0,0,0.988,0,0,0,27.76,26,11,79,1
Post-selection IVQR,dgp3,500,200,0.1,0.25,500,500,0,1,0.4288892088,0.3628892088,1.129695148,1.332122349,1.262454587,0.948,0.009929350432,0.9285384732,0.9674615268,3.657646745,4,0.61,0.002,0.254,0,0.146,0.864,0,0,0,14.366,13,3,43,1
Post-selection IVQR,dgp3,500,200,0.1,0.5,500,500,0,1,-0.0748,0,1.0652,1.238224535,1.237200991,0.948,0.009929350432,0.9285384732,0.9674615268,3.66244745,4,0.596,0.002,0.24,0,0.122,0.854,0,0,0,15.074,13,4,63,1
Post-selection IVQR,dgp3,500,200,0.1,0.75,500,500,0,1,-0.3352892088,-0.1628892088,1.087121796,1.31114343,1.268817574,0.928,0.0115599308,0.9053425356,0.9506574644,3.597023147,4,0.602,0.004,0.228,0,0.152,0.856,0,0,0,14.386,12.5,4,51,1
Post-selection IVQR,dgp3,500,200,0.25,0.25,500,500,0,1,0.1068892088,0.1628892088,0.7787546705,0.9553058688,0.9502578492,0.954,0.009368457717,0.9356378229,0.9723621771,3.031534247,3.11965781,0.166,0,0.3,0,0.076,0.862,0,0,0,15.104,14,4,55,1
Post-selection IVQR,dgp3,500,200,0.25,0.5,500,500,0,1,-0.0564,0,0.6604,0.8335466394,0.8324692487,0.954,0.009368457717,0.9356378229,0.9723621771,3.032400849,3.025063528,0.132,0,0.286,0,0.024,0.886,0,0,0,14.934,13,4,50,1
Post-selection IVQR,dgp3,500,200,0.25,0.75,500,500,0,1,-0.2672892088,-0.1628892088,0.7701076029,0.980195981,0.9439930539,0.922,0.01199299796,0.898493724,0.945506276,3.09137049,3.198345588,0.196,0,0.27,0,0.064,0.852,0,0,0,14.268,13,3,50,1
Post-selection IVQR,dgp3,500,200,0.5,0.25,500,500,0,1,-0.08471079121,-0.03711079121,0.4244737151,0.530989791,0.5247141029,0.94,0.01062073444,0.9191833605,0.9608166395,1.9854964,1.93876804,0,0,0.144,0,0.01,0.9,0,0,0,14.7,13,3,50,1
Post-selection IVQR,dgp3,500,200,0.5,0.5,500,500,0,1,-0.0448,0,0.332,0.4306274492,0.4287196766,0.966,0.008104813385,0.9501145658,0.9818854342,1.832624461,1.776771198,0,0,0.108,0,0,0.85,0,0,0,14.49,13,4,51,1
Post-selection IVQR,dgp3,500,200,0.5,0.75,500,500,0,1,-0.1660892088,-0.1628892088,0.4811217957,0.6414167017,0.6201604292,0.9,0.01341640786,0.8737038406,0.9262961594,2.023486729,1.9388006,0.002,0,0.162,0,0.004,0.858,0,0,0,14.622,13,3,63,1
Post-selection IVQR,dgp3,500,200,1,0.25,500,500,0,1,-0.009110791211,-0.03711079121,0.2592408403,0.3324139084,0.3326218191,0.92,0.01213260071,0.8962201026,0.9437798974,1.212497131,1.186773615,0,0,0.032,0,0,0.848,0,0,0,14.27,12,3,72,1
Post-selection IVQR,dgp3,500,200,1,0.5,500,500,0,1,-0.0324,0,0.2124,0.284956137,0.2833917108,0.934,0.01110351296,0.9122371146,0.9557628854,1.065481716,1.047520424,0,0,0.012,0,0,0.83,0,0,0,13.976,12,3,45,1
Post-selection IVQR,dgp3,500,200,1,0.75,500,500,0,1,-0.1136892088,-0.1628892088,0.2815795799,0.364670531,0.3468428461,0.9,0.01341640786,0.8737038406,0.9262961594,1.172001698,1.149809593,0,0,0.028,0,0,0.878,0,0,0,14.236,12,3,57,1
Post-selection IVQR,dgp3,500,500,0.1,0.25,500,500,0,1,0.2964892088,0.1628892088,1.077921796,1.271084927,1.237260145,0.932,0.01125841907,0.9099334986,0.9540665014,3.560497694,4,0.528,0,0.294,0,0.142,0.852,0,0,0,15.172,12,3,76,1
Post-selection IVQR,dgp3,500,500,0.1,0.5,500,500,0,1,0.0432,0.1,1.0528,1.222194747,1.222654296,0.94,0.01062073444,0.9191833605,0.9608166395,3.662765269,4,0.608,0.002,0.23,0,0.108,0.838,0,0,0,15.32,13,3,64,1
Post-selection IVQR,dgp3,500,500,0.1,0.75,500,500,0,1,-0.3640892088,-0.1628892088,1.148928023,1.36709894,1.319044471,0.916,0.01240516022,0.891685886,0.940314114,3.513445808,4,0.572,0.002,0.264,0,0.19,0.894,0,0,0,16.454,14,3,67,1
Post-selection IVQR,dgp3,500,500,0.25,0.25,500,500,0,1,8.920878941e-05,-0.03711079121,0.7874266475,0.9563138439,0.9572715904,0.92,0.01213260071,0.8962201026,0.9437798974,2.878377161,2.874646269,0.13,0,0.292,0,0.108,0.874,0,0,0,15.534,13,3,87,1
Post-selection IVQR,dgp3,500,500,0.25,0.5,500,500,0,1,-0.1976,-0.2,0.6848,0.8609761901,0.8388334299,0.946,0.01010781876,0.9261886752,0.9658113248,3.009109459,3.036832114,0.116,0,0.288,0,0.042,0.868,0,0,0,15.708,13,4,69,1
Post-selection IVQR,dgp3,500,500,0.25,0.75,500,500,0,1,-0.2192892088,-0.1628892088,0.7942640115,1.011625819,0.9885613522,0.91,0.0127984374,0.8849150627,0.9350849373,3.197753399,3.380516564,0.234,0,0.322,0,0.062,0.87,0,0,0,15.702,13,3,61,1
Post-selection IVQR,dgp3,500,500,0.5,0.25,500,500,0,1,-0.05431079121,-0.03711079121,0.4109314993,0.5235397044,0.5212365443,0.934,0.01110351296,0.9122371146,0.9557628854,1.934470562,1.888588625,0,0,0.152,0,0.012,0.89,0,0,0,16.168,14,3,93,1
Post-selection IVQR,dgp3,500,500,0.5,0.5,500,500,0,1,-0.0936,0,0.3704,0.4803332177,0.4715971244,0.95,0.009746794345,0.9308962831,0.9691037169,1.814661927,1.792905094,0,0,0.128,0,0,0.886,0,0,0,15.358,13,4,57,1
Post-selection IVQR,dgp3,500,500,0.5,0.75,500,500,0,1,-0.2028892088,-0.1628892088,0.4769653871,0.6198419404,0.5862827431,0.916,0.01240516022,0.891685886,0.940314114,2.06423,1.993211028,0.002,0,0.158,0,0.004,0.876,0,0,0,15.472,13,3,74,1
Post-selection IVQR,dgp3,500,500,1,0.25,500,500,0,1,-0.02511079121,-0.03711079121,0.2606346129,0.3293729677,0.3287432802,0.932,0.01125841907,0.9099334986,0.9540665014,1.225129493,1.201194137,0,0,0.022,0,0,0.87,0,0,0,14.832,13,3,53,1
Post-selection IVQR,dgp3,500,500,1,0.5,500,500,0,1,-0.0696,0,0.2216,0.2870540019,0.2787673986,0.902,0.01329631528,0.8759392221,0.9280607779,1.072581393,1.036275253,0,0,0.01,0,0,0.868,0,0,0,14.732,13,3,54,1
Post-selection IVQR,dgp3,500,500,1,0.75,500,500,0,1,-0.1568892088,-0.1628892088,0.3082356259,0.3909197153,0.3584144554,0.838,0.01647762119,0.8057038625,0.8702961375,1.170952482,1.135086565,0,0,0.03,0,0,0.878,0,0,0,15.368,13,3,86,1
Post-selection IVQR,dgp3,1000,200,0.1,0.25,500,500,0,1,0.2364892088,0.1628892088,0.987818682,1.18481652,1.162137758,0.946,0.01010781876,0.9261886752,0.9658113248,3.506446753,3.935928956,0.478,0,0.298,0,0.12,0.828,0,0,0,14.922,13,4,47,1
Post-selection IVQR,dgp3,1000,200,0.1,0.5,500,500,0,1,-0.0168,0,0.9264,1.111899276,1.112885794,0.958,0.008970618708,0.9404175873,0.9755824127,3.49989884,3.865262286,0.436,0,0.25,0,0.086,0.822,0,0,0,15.074,13,5,55,1
